original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
invisible,,air,,,,,,,,,,
—,,and,,,,,,,,,,
forgive,,floated,,,,,,,,,,
old,,there,,,,,,,,,,
Peevsie,,",",,,,,,,,,,
his,,squinting,,,,,,,,,,
little,,at,,,,,,,,,,
joke,,them,,,,,,,,,,
",",,.,,,,EOS,,,,,,
sir,,“,,,,BOS,,,,,,
.”,,Should,,,,,,,,,,
“,,call,,,,,,,,,,
I,,Filch,,,,,,,,,,
have,,",",,,,,,,,,,
business,,I,,,,,,,,,,
here,,should,,,,,,,,,,
",",,",",,,,,,,,,,
Peeves,,if,,,,,,,,,,
",”",,something’s,,,something,,,,,,,
croaked,,,’,,,,,,,,,
Harry,,,s,,,,,,,,,
.,,a-creeping,,,a,,,,,,,accent
“,,,-,,,,,,,,,
Stay,,,creeping,,,,,,,,,
away,,around,,,,,,,,,,
from,,unseen,,,,,,,,,,
this,,.,,,.”,,,,,,,
place,,”,,add,,EOS,,,,,,
tonight,,Harry,,,,BOS,,,,,,
.”,,had,,,,,,,,,,
“,,a,,,,,,,,,,
I,,sudden,,,,,,,,,,
will,,idea,,,,,,,,,,
",",,.,,,,EOS,,,,,,
sir,,“,,,,BOS,,,,,,
",",,Peeves,,,,,,,,,,
I,,",",,,",”",,,,,,,
most,,”,,add,,,,,,,,
certainly,,he,,,,,,,,,,
will,,said,,,,,,,,,,
",”",,",",,,,,,,,,,
said,,in,,,,,,,,,,
Peeves,,a,,,,,,,,,,
",",,hoarse,,,,,,,,,,
rising,,whisper,,,,,,,,,,
up,,",",,,,,,,,,,
in,,“,,,,,,,,,,
the,,the,,,,,,,,,,
air,,Bloody,,,,,,,,,,
again,,Baron,,,,,,,,,,
.,,has,,,,,,,,,,
“,,his,,,,,,,,,,
Hope,,own,,,,,,,,,,
your,,reasons,,,,,,,,,,
business,,for,,,,,,,,,,
goes,,being,,,,,,,,,,
well,,invisible,,,,,,,,,,
",",,.,,,.”,,,,,,,
Baron,,”,,add,,EOS,,,,,,
",",,Peeves,,,,BOS,,,,,,
I,,almost,,,,,,,,,,
’,,fell,,,,,,,,,,
ll,,out,,,,,,,,,,
not,,of,,,,,,,,,,
bother,,the,,,,,,,,,,
you,,air,,,,,,,,,,
.”,,in,,,,,,,,,,
And,,shock,,,,,,,,,,
he,,.,,,,EOS,,,,,,
scooted,,He,,,,BOS,,,,,,
off,,caught,,,,,,,,,,
.,,himself,,,,,,,,,,
“,,in,,,,,,,,,,
Brilliant,,time,,,,,,,,,,
",",,and,,,,,,,,,,
Harry,,hovered,,,,,,,,,,
!”,,about,,,,,,,,,,
whispered,,a,,,,,,,,,,
Ron,,foot,,,,,,,,,,
.,,off,,,,,,,,,,
A,,the,,,,,,,,,,
few,,stairs,,,,,,,,,,
seconds,,.,,,,EOS,,,,,,
later,,“,,,,BOS,,,,,,
",",,So,,,,,,,,,,
they,,sorry,,,,,,,,,,
were,,",",,,,,,,,,,
there,,your,,,,,,,,,,
",",,bloodiness,,,,,,,,,,
outside,,",",,,,,,,,,,
the,,Mr.,,,Mr,,,,,,,
third,,,.,,,,,,,,,
-,,Baron,,,,,,,,,,
floor,,",",,,,,,,,,,
corridor,,Sir,,,,,,,,,,
—,,",",,,",”",,,,,,,
and,,”,,add,,,,,,,,
the,,he,,,,,,,,,,
door,,said,,,,,,,,,,
was,,greasily,,,,,,,,,,
already,,.,,,,EOS,,,,,,
ajar,,“,,,,BOS,,,,,,
.,,My,,,,,,,,,,
“,,mistake,,,,,,,,,,
Well,,",",,,,,,,,,,
",",,my,,,,,,,,,,
there,,mistake,,,,,,,,,,
you,,—,,,,,,,,,,
are,,I,,,,,,,,,,
",”",,didn’t,,,didn,,,,,,,
Harry,,,’,,,,,,,,,
said,,,t,,,,,,,,,
quietly,,see,,,,,,,,,,
",",,you,,,,,,,,,,
“,,—,,,,,,,,,,
Snape,,of,,,,,,,,,,
’,,course,,,,,,,,,,
s,,I,,,,,,,,,,
already,,didn’t,,,didn,,,,,,,
got,,,’,,,,,,,,,
past,,,t,,,,,,,,,
Fluffy,,",",,,,,,,,,,
.”,,you’re,,,you,,,,,,,
Seeing,,,’,,,,,,,,,
the,,,re,,,,,,,,,
open,,invisible,,,,,,,,,,
door,,—,,,,,,,,,,
somehow,,forgive,,,,,,,,,,
seemed,,old,,,,,,,,,,
to,,Peevsie,,,,,,,,,,
impress,,his,,,,,,,,,,
upon,,little,,,,,,,,,,
all,,joke,,,,,,,,,,
three,,",",,,,,,,,,,
of,,sir,,,,,,,,,,
them,,.,,,.”,,,,,,,
what,,”,,add,,EOS,,,,,,
was,,“,,,,BOS,,,,,,
facing,,I,,,,,,,,,,
them,,have,,,,,,,,,,
.,,business,,,,,,,,,,
Underneath,,here,,,,,,,,,,
the,,",",,,,,,,,,,
cloak,,Peeves,,,,,,,,,,
",",,",",,,",”",,,,,,,
Harry,,”,,add,,,,,,,,
turned,,croaked,,,,,,,,,,
to,,Harry,,,,,,,,,,
the,,.,,,,EOS,,,,,,
other,,“,,,,BOS,,,,,,
two,,Stay,,,,,,,,,,
.,,away,,,,,,,,,,
“,,from,,,,,,,,,,
If,,this,,,,,,,,,,
you,,place,,,,,,,,,,
want,,tonight,,,,,,,,,,
to,,.,,,.”,,,,,,,
go,,”,,add,,EOS,,,,,,
back,,“,,,,BOS,,,,,,
",",,I,,,,,,,,,,
I,,will,,,,,,,,,,
won,,",",,,,,,,,,,
’,,sir,,,,,,,,,,
t,,",",,,,,,,,,,
blame,,I,,,,,,,,,,
you,,most,,,,,,,,,,
",”",,certainly,,,,,,,,,,
he,,will,,,,,,,,,,
said,,",",,,",”",,,,,,,
.,,”,,add,,,,,,,,
“,,said,,,,,,,,,,
You,,Peeves,,,,,,,,,,
can,,",",,,,,,,,,,
take,,rising,,,,,,,,,,
the,,up,,,,,,,,,,
cloak,,in,,,,,,,,,,
",",,the,,,,,,,,,,
I,,air,,,,,,,,,,
won,,again,,,,,,,,,,
’,,.,,,,EOS,,,,,,
t,,“,,,,BOS,,,,,,
need,,Hope,,,,,,,,,,
it,,your,,,,,,,,,,
now,,business,,,,,,,,,,
.”,,goes,,,,,,,,,,
“,,well,,,,,,,,,,
Don,,",",,,,,,,,,,
’,,Baron,,,,,,,,,,
t,,",",,,,,,,,,,
be,,I’ll,,,I,,,,,,,
stupid,,,’,,,,,,,,,
",”",,,ll,,,,,,,,,
said,,not,,,,,,,,,,
Ron,,bother,,,,,,,,,,
.,,you,,,,,,,,,,
“,,.,,,.”,,,,,,,
We,,”,,add,,EOS,,,,,,
’,,And,,,,BOS,,,,,,
re,,he,,,,,,,,,,
coming,,scooted,,,,,,,,,,
",”",,off,,,,,,,,,,
said,,.,,,,EOS,,,,,,
Hermione,,“,,,,BOS,,,,,,
.,,Brilliant,,,,,,,,,,
Harry,,",",,,,,,,,,,
pushed,,Harry,,,,,,,,,,
the,,!,,,!”,,,,,,,
door,,”,,add,,,,,,,,
open,,whispered,,,,,,,,,,
.,,Ron,,,,,,,,,,
As,,.,,,,EOS,,,,,,
the,,A,,,,BOS,,,,,,
door,,few,,,,,,,,,,
creaked,,seconds,,,,,,,,,,
",",,later,,,,,,,,,,
low,,",",,,,,,,,,,
",",,they,,,,,,,,,,
rumbling,,were,,,,,,,,,,
growls,,there,,,,,,,,,,
met,,",",,,,,,,,,,
their,,outside,,,,,,,,,,
ears,,the,,,,,,,,,,
.,,third-floor,,,third,,,,,,,
All,,,-,,,,,,,,,
three,,,floor,,,,,,,,,
of,,corridor,,,,,,,,,,
the,,—,,,,,,,,,,
dog,,and,,,,,,,,,,
’,,the,,,,,,,,,,
s,,door,,,,,,,,,,
noses,,was,,,,,,,,,,
sniffed,,already,,,,,,,,,,
madly,,ajar,,,,,,,,,,
in,,.,,,,EOS,,,,,,
their,,“,,,,BOS,,,,,,
direction,,Well,,,,,,,,,,
",",,",",,,,,,,,,,
even,,there,,,,,,,,,,
though,,you,,,,,,,,,,
it,,are,,,,,,,,,,
couldn,,",",,,",”",,,,,,,
’,,”,,add,,,,,,,,
t,,Harry,,,,,,,,,,
see,,said,,,,,,,,,,
them,,quietly,,,,,,,,,,
.,,",",,,,,,,,,,
“,,“,,,,,,,,,,
What,,Snape’s,,,Snape,,,,,,,
’,,,’,,,,,,,,,
s,,,s,,,,,,,,,
that,,already,,,,,,,,,,
at,,got,,,,,,,,,,
its,,past,,,,,,,,,,
feet,,Fluffy,,,,,,,,,,
?”,,.,,,.”,,,,,,,
Hermione,,”,,add,,EOS,,,,,,
whispered,,Seeing,,,,BOS,,,,,,
.,,the,,,,,,,,,,
“,,open,,,,,,,,,,
Looks,,door,,,,,,,,,,
like,,somehow,,,,,,,,,,
a,,seemed,,,,,,,,,,
harp,,to,,,,,,,,,,
",”",,impress,,,,,,,,,,
said,,upon,,,,,,,,,,
Ron,,all,,,,,,,,,,
.,,three,,,,,,,,,,
“,,of,,,,,,,,,,
Snape,,them,,,,,,,,,,
must,,what,,,,,,,,,,
have,,was,,,,,,,,,,
left,,facing,,,,,,,,,,
it,,them,,,,,,,,,,
there,,.,,,,EOS,,,,,,
.”,,Underneath,,,,BOS,,,,,,
“,,the,,,,,,,,,,
It,,cloak,,,,,,,,,,
must,,",",,,,,,,,,,
wake,,Harry,,,,,,,,,,
up,,turned,,,,,,,,,,
the,,to,,,,,,,,,,
moment,,the,,,,,,,,,,
you,,other,,,,,,,,,,
stop,,two,,,,,,,,,,
playing,,.,,,,EOS,,,,,,
",”",,“,,,,BOS,,,,,,
said,,If,,,,,,,,,,
Harry,,you,,,,,,,,,,
.,,want,,,,,,,,,,
“,,to,,,,,,,,,,
Well,,go,,,,,,,,,,
",",,back,,,,,,,,,,
here,,",",,,,,,,,,,
goes,,I,,,,,,,,,,
.,,won’t,,,won,,,,,,,
.,,,’,,,,,,,,,
.”,,,t,,,,,,,,,
He,,blame,,,,,,,,,,
put,,you,,,,,,,,,,
Hagrid,,",",,,",”",,,,,,,
’,,”,,add,,,,,,,,
s,,he,,,,,,,,,,
flute,,said,,,,,,,,,,
to,,.,,,,EOS,,,,,,
his,,“,,,,BOS,,,,,,
lips,,You,,,,,,,,,,
and,,can,,,,,,,,,,
blew,,take,,,,,,,,,,
.,,the,,,,,,,,,,
It,,cloak,,,,,,,,,,
wasn,,",",,,,,,,,,,
’,,I,,,,,,,,,,
t,,won’t,,,won,,,,,,,
really,,,’,,,,,,,,,
a,,,t,,,,,,,,,
tune,,need,,,,,,,,,,
",",,it,,,,,,,,,,
but,,now,,,,,,,,,,
from,,.,,,.”,,,,,,,
the,,”,,add,,EOS,,,,,,
first,,“,,,,BOS,,,,,,
note,,Don’t,,,Don,,,,,,,
the,,,’,,,,,,,,,
beast,,,t,,,,,,,,,
’,,be,,,,,,,,,,
s,,stupid,,,,,,,,,,
eyes,,",",,,",”",,,,,,,
began,,”,,add,,,,,,,,
to,,said,,,,,,,,,,
droop,,Ron,,,,,,,,,,
.,,.,,,,EOS,,,,,,
Harry,,“,,,,BOS,,,,,,
hardly,,We’re,,,We,,,,,,,
drew,,,’,,,,,,,,,
breath,,,re,,,,,,,,,
.,,coming,,,,,,,,,,
Slowly,,",",,,",”",,,,,,,
",",,”,,add,,,,,,,,
the,,said,,,,,,,,,,
dog,,Hermione,,,,,,,,,,
’,,.,,,,EOS,,,,,,
s,,Harry,,,,BOS,,,,,,
growls,,pushed,,,,,,,,,,
ceased,,the,,,,,,,,,,
—,,door,,,,,,,,,,
it,,open,,,,,,,,,,
tottered,,.,,,,EOS,,,,,,
on,,As,,,,BOS,,,,,,
its,,the,,,,,,,,,,
paws,,door,,,,,,,,,,
and,,creaked,,,,,,,,,,
fell,,",",,,,,,,,,,
to,,low,,,,,,,,,,
its,,",",,,,,,,,,,
knees,,rumbling,,,,,,,,,,
",",,growls,,,,,,,,,,
then,,met,,,,,,,,,,
it,,their,,,,,,,,,,
slumped,,ears,,,,,,,,,,
to,,.,,,,EOS,,,,,,
the,,All,,,,BOS,,,,,,
ground,,three,,,,,,,,,,
",",,of,,,,,,,,,,
fast,,the,,,,,,,,,,
asleep,,dog’s,,,dog,,,,,,,
.,,,’,,,,,,,,,
“,,,s,,,,,,,,,
Keep,,noses,,,,,,,,,,
playing,,sniffed,,,,,,,,,,
",”",,madly,,,,,,,,,,
Ron,,in,,,,,,,,,,
warned,,their,,,,,,,,,,
Harry,,direction,,,,,,,,,,
as,,",",,,,,,,,,,
they,,even,,,,,,,,,,
slipped,,though,,,,,,,,,,
out,,it,,,,,,,,,,
of,,couldn’t,,,couldn,,,,,,,
the,,,’,,,,,,,,,
cloak,,,t,,,,,,,,,
and,,see,,,,,,,,,,
crept,,them,,,,,,,,,,
toward,,.,,,,EOS,,,,,,
the,,“,,,,BOS,,,,,,
trapdoor,,What’s,,,What,,,,,,,
.,,,’,,,,,,,,,
They,,,s,,,,,,,,,
could,,that,,,,,,,,,,
feel,,at,,,,,,,,,,
the,,its,,,,,,,,,,
dog,,feet,,,,,,,,,,
’,,?,,,?”,,,,,,,
s,,”,,add,,,,,,,,
hot,,Hermione,,,,,,,,,,
",",,whispered,,,,,,,,,,
smelly,,.,,,,EOS,,,,,,
breath,,“,,,,BOS,,,,,,
as,,Looks,,,,,,,,,,
they,,like,,,,,,,,,,
approached,,a,,,,,,,,,,
the,,harp,,,,,,,,,,
giant,,",",,,",”",,,,,,,
heads,,”,,add,,,,,,,,
.,,said,,,,,,,,,,
“,,Ron,,,,,,,,,,
I,,.,,,,EOS,,,,,,
think,,“,,,,BOS,,,,,,
we,,Snape,,,,,,,,,,
’,,must,,,,,,,,,,
ll,,have,,,,,,,,,,
be,,left,,,,,,,,,,
able,,it,,,,,,,,,,
to,,there,,,,,,,,,,
pull,,.,,,.”,,,,,,,
the,,”,,add,,EOS,,,,,,
door,,“,,,,BOS,,,,,,
open,,It,,,,,,,,,,
",”",,must,,,,,,,,,,
said,,wake,,,,,,,,,,
Ron,,up,,,,,,,,,,
",",,the,,,,,,,,,,
peering,,moment,,,,,,,,,,
over,,you,,,,,,,,,,
the,,stop,,,,,,,,,,
dog,,playing,,,,,,,,,,
’,,",",,,",”",,,,,,,
s,,”,,add,,,,,,,,
back,,said,,,,,,,,,,
.,,Harry,,,,,,,,,,
“,,.,,,,EOS,,,,,,
Want,,“,,,,BOS,,,,,,
to,,Well,,,,,,,,,,
go,,",",,,,,,,,,,
first,,here,,,,,,,,,,
",",,goes,,,,,,,,,,
Hermione,,.,,,,,,,,,,
?”,,.,,,,,,,,,,
“,,.,,,.”,,,,,,,
No,,”,,add,,EOS,,,,,,
",",,He,,,,BOS,,,,,,
I,,put,,,,,,,,,,
don,,Hagrid’s,,,Hagrid,,,,,,,
’,,,’,,,,,,,,,
t,,,s,,,,,,,,,
!”,,flute,,,,,,,,,,
“,,to,,,,,,,,,,
All,,his,,,,,,,,,,
right,,lips,,,,,,,,,,
.”,,and,,,,,,,,,,
Ron,,blew,,,,,,,,,,
gritted,,.,,,,EOS,,,,,,
his,,It,,,,BOS,,,,,,
teeth,,wasn,,,,,,,,,,
and,,’,,,,,,,,,,
stepped,,t,,,,,,,,,,
carefully,,really,,,,,,,,,,
over,,a,,,,,,,,,,
the,,tune,,,,,,,,,,
dog,,",",,,,,,,,,,
’,,but,,,,,,,,,,
s,,from,,,,,,,,,,
legs,,the,,,,,,,,,,
.,,first,,,,,,,,,,
He,,note,,,,,,,,,,
bent,,the,,,,,,,,,,
and,,beast,,,,,,,,,,
pulled,,’,,,,,,,,,,
the,,s,,,,,,,,,,
ring,,eyes,,,,,,,,,,
of,,began,,,,,,,,,,
the,,to,,,,,,,,,,
trapdoor,,droop,,,,,,,,,,
",",,.,,,,,,,,,,
which,,Harry,,,,,,,,,,
swung,,hardly,,,,,,,,,,
up,,drew,,,,,,,,,,
and,,breath,,,,,,,,,,
open,,.,,,,,,,,,,
.,,Slowly,,,,,,,,,,
“,,",",,,,,,,,,,
What,,the,,,,,,,,,,
can,,dog,,,,,,,,,,
you,,’,,,,,,,,,,
see,,s,,,,,,,,,,
?”,,growls,,,,,,,,,,
Hermione,,ceased,,,,,,,,,,
said,,—,,,,,,,,,,
anxiously,,it,,,,,,,,,,
.,,tottered,,,,,,,,,,
“,,on,,,,,,,,,,
Nothing,,its,,,,,,,,,,
—,,paws,,,,,,,,,,
just,,and,,,,,,,,,,
black,,fell,,,,,,,,,,
—,,to,,,,,,,,,,
there,,its,,,,,,,,,,
’,,knees,,,,,,,,,,
s,,",",,,,,,,,,,
no,,then,,,,,,,,,,
way,,it,,,,,,,,,,
of,,slumped,,,,,,,,,,
climbing,,to,,,,,,,,,,
down,,the,,,,,,,,,,
",",,ground,,,,,,,,,,
we,,",",,,,,,,,,,
’,,fast,,,,,,,,,,
ll,,asleep,,,,,,,,,,
just,,.,,,,,,,,,,
have,,“,,,,,,,,,,
to,,Keep,,,,,,,,,,
drop,,playing,,,,,,,,,,
.”,,",”",,,,,,,,,,
Harry,,Ron,,,,,,,,,,
",",,warned,,,,,,,,,,
who,,Harry,,,,,,,,,,
was,,as,,,,,,,,,,
still,,they,,,,,,,,,,
playing,,slipped,,,,,,,,,,
the,,out,,,,,,,,,,
flute,,of,,,,,,,,,,
",",,the,,,,,,,,,,
waved,,cloak,,,,,,,,,,
at,,and,,,,,,,,,,
Ron,,crept,,,,,,,,,,
to,,toward,,,,,,,,,,
get,,the,,,,,,,,,,
his,,trapdoor,,,,,,,,,,
attention,,.,,,,,,,,,,
and,,They,,,,,,,,,,
pointed,,could,,,,,,,,,,
at,,feel,,,,,,,,,,
himself,,the,,,,,,,,,,
.,,dog,,,,,,,,,,
“,,’,,,,,,,,,,
You,,s,,,,,,,,,,
want,,hot,,,,,,,,,,
to,,",",,,,,,,,,,
go,,smelly,,,,,,,,,,
first,,breath,,,,,,,,,,
?,,as,,,,,,,,,,
Are,,they,,,,,,,,,,
you,,approached,,,,,,,,,,
sure,,the,,,,,,,,,,
?”,,giant,,,,,,,,,,
said,,heads,,,,,,,,,,
Ron,,.,,,,,,,,,,
.,,“,,,,,,,,,,
“,,I,,,,,,,,,,
I,,think,,,,,,,,,,
don,,we,,,,,,,,,,
’,,’,,,,,,,,,,
t,,ll,,,,,,,,,,
know,,be,,,,,,,,,,
how,,able,,,,,,,,,,
deep,,to,,,,,,,,,,
this,,pull,,,,,,,,,,
thing,,the,,,,,,,,,,
goes,,door,,,,,,,,,,
.,,open,,,,,,,,,,
Give,,",”",,,,,,,,,,
the,,said,,,,,,,,,,
flute,,Ron,,,,,,,,,,
to,,",",,,,,,,,,,
Hermione,,peering,,,,,,,,,,
so,,over,,,,,,,,,,
she,,the,,,,,,,,,,
can,,dog,,,,,,,,,,
keep,,’,,,,,,,,,,
him,,s,,,,,,,,,,
asleep,,back,,,,,,,,,,
.”,,.,,,,,,,,,,
Harry,,“,,,,,,,,,,
handed,,Want,,,,,,,,,,
the,,to,,,,,,,,,,
flute,,go,,,,,,,,,,
over,,first,,,,,,,,,,
.,,",",,,,,,,,,,
In,,Hermione,,,,,,,,,,
the,,?”,,,,,,,,,,
few,,“,,,,,,,,,,
seconds,,No,,,,,,,,,,
’,,",",,,,,,,,,,
silence,,I,,,,,,,,,,
",",,don,,,,,,,,,,
the,,’,,,,,,,,,,
dog,,t,,,,,,,,,,
growled,,!”,,,,,,,,,,
and,,“,,,,,,,,,,
twitched,,All,,,,,,,,,,
",",,right,,,,,,,,,,
but,,.”,,,,,,,,,,
the,,Ron,,,,,,,,,,
moment,,gritted,,,,,,,,,,
Hermione,,his,,,,,,,,,,
began,,teeth,,,,,,,,,,
to,,and,,,,,,,,,,
play,,stepped,,,,,,,,,,
",",,carefully,,,,,,,,,,
it,,over,,,,,,,,,,
fell,,the,,,,,,,,,,
back,,dog,,,,,,,,,,
into,,’,,,,,,,,,,
its,,s,,,,,,,,,,
deep,,legs,,,,,,,,,,
sleep,,.,,,,,,,,,,
.,,He,,,,,,,,,,
Harry,,bent,,,,,,,,,,
climbed,,and,,,,,,,,,,
over,,pulled,,,,,,,,,,
it,,the,,,,,,,,,,
and,,ring,,,,,,,,,,
looked,,of,,,,,,,,,,
down,,the,,,,,,,,,,
through,,trapdoor,,,,,,,,,,
the,,",",,,,,,,,,,
trapdoor,,which,,,,,,,,,,
.,,swung,,,,,,,,,,
There,,up,,,,,,,,,,
was,,and,,,,,,,,,,
no,,open,,,,,,,,,,
sign,,.,,,,,,,,,,
of,,“,,,,,,,,,,
the,,What,,,,,,,,,,
bottom,,can,,,,,,,,,,
.,,you,,,,,,,,,,
He,,see,,,,,,,,,,
lowered,,?”,,,,,,,,,,
himself,,Hermione,,,,,,,,,,
through,,said,,,,,,,,,,
the,,anxiously,,,,,,,,,,
hole,,.,,,,,,,,,,
until,,“,,,,,,,,,,
he,,Nothing,,,,,,,,,,
was,,—,,,,,,,,,,
hanging,,just,,,,,,,,,,
on,,black,,,,,,,,,,
by,,—,,,,,,,,,,
his,,there,,,,,,,,,,
fingertips,,’,,,,,,,,,,
.,,s,,,,,,,,,,
Then,,no,,,,,,,,,,
he,,way,,,,,,,,,,
looked,,of,,,,,,,,,,
up,,climbing,,,,,,,,,,
at,,down,,,,,,,,,,
Ron,,",",,,,,,,,,,
and,,we,,,,,,,,,,
said,,’,,,,,,,,,,
",",,ll,,,,,,,,,,
“,,just,,,,,,,,,,
If,,have,,,,,,,,,,
anything,,to,,,,,,,,,,
happens,,drop,,,,,,,,,,
to,,.”,,,,,,,,,,
me,,Harry,,,,,,,,,,
",",,",",,,,,,,,,,
don,,who,,,,,,,,,,
’,,was,,,,,,,,,,
t,,still,,,,,,,,,,
follow,,playing,,,,,,,,,,
.,,the,,,,,,,,,,
Go,,flute,,,,,,,,,,
straight,,",",,,,,,,,,,
to,,waved,,,,,,,,,,
the,,at,,,,,,,,,,
owlery,,Ron,,,,,,,,,,
and,,to,,,,,,,,,,
send,,get,,,,,,,,,,
Hedwig,,his,,,,,,,,,,
to,,attention,,,,,,,,,,
Dumbledore,,and,,,,,,,,,,
",",,pointed,,,,,,,,,,
right,,at,,,,,,,,,,
?”,,himself,,,,,,,,,,
“,,.,,,,,,,,,,
Right,,“,,,,,,,,,,
",”",,You,,,,,,,,,,
said,,want,,,,,,,,,,
Ron,,to,,,,,,,,,,
.,,go,,,,,,,,,,
“,,first,,,,,,,,,,
See,,?,,,,,,,,,,
you,,Are,,,,,,,,,,
in,,you,,,,,,,,,,
a,,sure,,,,,,,,,,
minute,,?”,,,,,,,,,,
",",,said,,,,,,,,,,
I,,Ron,,,,,,,,,,
hope,,.,,,,,,,,,,
.,,“,,,,,,,,,,
.,,I,,,,,,,,,,
.”,,don,,,,,,,,,,
And,,’,,,,,,,,,,
Harry,,t,,,,,,,,,,
let,,know,,,,,,,,,,
go,,how,,,,,,,,,,
.,,deep,,,,,,,,,,
Cold,,this,,,,,,,,,,
",",,thing,,,,,,,,,,
damp,,goes,,,,,,,,,,
air,,.,,,,,,,,,,
rushed,,Give,,,,,,,,,,
past,,the,,,,,,,,,,
him,,flute,,,,,,,,,,
as,,to,,,,,,,,,,
he,,Hermione,,,,,,,,,,
fell,,so,,,,,,,,,,
down,,she,,,,,,,,,,
",",,can,,,,,,,,,,
down,,keep,,,,,,,,,,
",",,him,,,,,,,,,,
down,,asleep,,,,,,,,,,
and,,.”,,,,,,,,,,
—,,Harry,,,,,,,,,,
FLUMP,,handed,,,,,,,,,,
.,,the,,,,,,,,,,
With,,flute,,,,,,,,,,
a,,over,,,,,,,,,,
funny,,.,,,,,,,,,,
",",,In,,,,,,,,,,
muffled,,the,,,,,,,,,,
sort,,few,,,,,,,,,,
of,,seconds,,,,,,,,,,
thump,,’,,,,,,,,,,
he,,silence,,,,,,,,,,
landed,,",",,,,,,,,,,
on,,the,,,,,,,,,,
something,,dog,,,,,,,,,,
soft,,growled,,,,,,,,,,
.,,and,,,,,,,,,,
He,,twitched,,,,,,,,,,
sat,,",",,,,,,,,,,
up,,but,,,,,,,,,,
and,,the,,,,,,,,,,
felt,,moment,,,,,,,,,,
around,,Hermione,,,,,,,,,,
",",,began,,,,,,,,,,
his,,to,,,,,,,,,,
eyes,,play,,,,,,,,,,
not,,",",,,,,,,,,,
used,,it,,,,,,,,,,
to,,fell,,,,,,,,,,
the,,back,,,,,,,,,,
gloom,,into,,,,,,,,,,
.,,its,,,,,,,,,,
It,,deep,,,,,,,,,,
felt,,sleep,,,,,,,,,,
as,,.,,,,,,,,,,
though,,Harry,,,,,,,,,,
he,,climbed,,,,,,,,,,
was,,over,,,,,,,,,,
sitting,,it,,,,,,,,,,
on,,and,,,,,,,,,,
some,,looked,,,,,,,,,,
sort,,down,,,,,,,,,,
of,,through,,,,,,,,,,
plant,,the,,,,,,,,,,
.,,trapdoor,,,,,,,,,,
“,,.,,,,,,,,,,
It,,There,,,,,,,,,,
’,,was,,,,,,,,,,
s,,no,,,,,,,,,,
okay,,sign,,,,,,,,,,
!”,,of,,,,,,,,,,
he,,the,,,,,,,,,,
called,,bottom,,,,,,,,,,
up,,.,,,,,,,,,,
to,,He,,,,,,,,,,
the,,lowered,,,,,,,,,,
light,,himself,,,,,,,,,,
the,,through,,,,,,,,,,
size,,the,,,,,,,,,,
of,,hole,,,,,,,,,,
a,,until,,,,,,,,,,
postage,,he,,,,,,,,,,
stamp,,was,,,,,,,,,,
",",,hanging,,,,,,,,,,
which,,on,,,,,,,,,,
was,,by,,,,,,,,,,
the,,his,,,,,,,,,,
open,,fingertips,,,,,,,,,,
trapdoor,,.,,,,,,,,,,
",",,Then,,,,,,,,,,
“,,he,,,,,,,,,,
it,,looked,,,,,,,,,,
’,,up,,,,,,,,,,
s,,at,,,,,,,,,,
a,,Ron,,,,,,,,,,
soft,,and,,,,,,,,,,
landing,,said,,,,,,,,,,
",",,",",,,,,,,,,,
you,,“,,,,,,,,,,
can,,If,,,,,,,,,,
jump,,anything,,,,,,,,,,
!”,,happens,,,,,,,,,,
Ron,,to,,,,,,,,,,
followed,,me,,,,,,,,,,
right,,",",,,,,,,,,,
away,,don,,,,,,,,,,
.,,’,,,,,,,,,,
He,,t,,,,,,,,,,
landed,,follow,,,,,,,,,,
",",,.,,,,,,,,,,
sprawled,,Go,,,,,,,,,,
next,,straight,,,,,,,,,,
to,,to,,,,,,,,,,
Harry,,the,,,,,,,,,,
.,,owlery,,,,,,,,,,
“,,and,,,,,,,,,,
What,,send,,,,,,,,,,
’,,Hedwig,,,,,,,,,,
s,,to,,,,,,,,,,
this,,Dumbledore,,,,,,,,,,
stuff,,",",,,,,,,,,,
?”,,right,,,,,,,,,,
were,,?”,,,,,,,,,,
his,,“,,,,,,,,,,
first,,Right,,,,,,,,,,
words,,",”",,,,,,,,,,
.,,said,,,,,,,,,,
“,,Ron,,,,,,,,,,
Dunno,,.,,,,,,,,,,
",",,“,,,,,,,,,,
some,,See,,,,,,,,,,
sort,,you,,,,,,,,,,
of,,in,,,,,,,,,,
plant,,a,,,,,,,,,,
thing,,minute,,,,,,,,,,
.,,",",,,,,,,,,,
I,,I,,,,,,,,,,
suppose,,hope,,,,,,,,,,
it,,.,,,,,,,,,,
’,,.,,,,,,,,,,
s,,.”,,,,,,,,,,
here,,And,,,,,,,,,,
to,,Harry,,,,,,,,,,
break,,let,,,,,,,,,,
the,,go,,,,,,,,,,
fall,,.,,,,,,,,,,
.,,Cold,,,,,,,,,,
Come,,",",,,,,,,,,,
on,,damp,,,,,,,,,,
",",,air,,,,,,,,,,
Hermione,,rushed,,,,,,,,,,
!”,,past,,,,,,,,,,
The,,him,,,,,,,,,,
distant,,as,,,,,,,,,,
music,,he,,,,,,,,,,
stopped,,fell,,,,,,,,,,
.,,down,,,,,,,,,,
