original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
whipped,,I’m,,,I,,,,,,,
out,,,’,,,,,,,,,
her,,,m,,,,,,,,,
wand,,so,,,,,,,,,,
",",,glad,,,,,,,,,,
waved,,we,,,,,,,,,,
it,,know,,,,,,,,,,
",",,what,,,,,,,,,,
muttered,,it’s,,,it,,,,,,,
something,,,’,,,,,,,,,
",",,,s,,,,,,,,,
and,,called,,,,,,,,,,
sent,,",",,,,,,p,w_p_pre,,,
a,,that’s,,,that,,,,,,,
jet,,,’,,,,,,,,,
of,,,s,,,,,,,,,
the,,a,,,,,,,,,,
same,,great,,,,,,,,,,
bluebell,,help,,,,,,,,,,
flames,,",",,,",”",,,p,w_p_pre,,,
she,,”,,add,,,,p,w_p_pre,,,
had,,snarled,,,,,,,,,,
used,,Ron,,,,,,,,,,
on,,",",,,,,,p,w_p_pre,,,
Snape,,leaning,,,,,,,,,,
at,,back,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
plant,,trying,,,,,,,,,,
.,,to,,,,,,,,,,
In,,stop,,,,,,,,,,
a,,the,,,,,,,,,,
matter,,plant,,,,,,,,,,
of,,from,,,,,,,,,,
seconds,,curling,,,,,,,,,,
",",,around,,,,,,,,,,
the,,his,,,,,,,,,,
two,,neck,,,,,,,,,,
boys,,.,,,,EOS,,p,w_p_pre,,,
felt,,“,,,,BOS,,p,w_p_fol,,,
it,,Shut,,,,,,,,,,
loosening,,up,,,,,,,,,,
its,,.,,,,EOS,,p,w_p_pre,,,
grip,,I’m,,,I,BOS,,,,,,
as,,,’,,,,,,,,,
it,,,m,,,,,,,,,
cringed,,trying,,,,,,,,,,
away,,to,,,,,,,,,,
from,,remember,,,,,,,,,,
the,,how,,,,,,,,,,
light,,to,,,,,,,,,,
and,,kill,,,,,,,,,,
warmth,,it,,,,,,,,,,
.,,!,,,!”,,,p,w_p_pre,,,
Wriggling,,”,,add,,,,p,w_p_pre,,,
and,,said,,,,,,,,,,
flailing,,Hermione,,,,,,,,,,
",",,.,,,,EOS,,p,w_p_pre,,,
it,,“,,,,BOS,,p,w_p_fol,,,
unraveled,,Well,,,,,,,,,,
itself,,",",,,,,,p,w_p_pre,,,
from,,hurry,,,,,,,,,,
their,,up,,,,,,,,,,
bodies,,",",,,,,,p,w_p_pre,,,
",",,I,,,,,,,,,,
and,,can’t,,,can,,,,,,,
they,,,’,,,,,,,,,
were,,,t,,,,,,,,,
able,,breathe,,,,,,,,,,
to,,!,,,!”,,,p,w_p_pre,,,
pull,,”,,add,,,,p,w_p_pre,,,
free,,Harry,,,,,,,,,,
.,,gasped,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
Lucky,,wrestling,,,,,,,,,,
you,,with,,,,,,,,,,
pay,,it,,,,,,,,,,
attention,,as,,,,,,,,,,
in,,it,,,,,,,,,,
Herbology,,curled,,,,,,,,,,
",",,around,,,,,,,,,,
Hermione,,his,,,,,,,,,,
",”",,chest,,,,,,,,,,
said,,.,,,,EOS,EOP,p,w_p_pre,,,
Harry,,“,,,,BOS,BOP,p,w_p_fol,,,
as,,Devil’s,,,Devil,,,,,,,
he,,,’,,,,,,,,,
joined,,,s,,,,,,,,,
her,,Snare,,,,,,,,,,
by,,",",,,,,,p,w_p_pre,,,
the,,Devil’s,,,Devil,,,,,,,
wall,,,’,,,,,,,,,
",",,,s,,,,,,,,,
wiping,,Snare,,,,,,,,,,
sweat,,.,,,,,,p,w_p_pre,,,
off,,.,,,,,,p,w_p_pre,,,
his,,.,,,,,,p,w_p_pre,,,
face,,what,,,,,,,,,,
.,,did,,,,,,,,,,
“,,Professor,,,,,,,,,,
Yeah,,Sprout,,,,,,,,,,
",”",,say,,,,,,,,,,
said,,?,,,,,,p,w_p_pre,,,
Ron,,—,,,,,,p,w_p_pre,,,
",",,it,,,,,,,,,,
“,,likes,,,,,,,,,,
and,,the,,,,,,,,,,
lucky,,dark,,,,,,,,,,
Harry,,and,,,,,,,,,,
doesn,,the,,,,,,,,,,
’,,damp,,,,,,,,,,
t,,.,,,.”,,,p,w_p_pre,,,
lose,,”,,add,,EOS,,p,w_p_pre,,,
his,,“,,,,BOS,,p,w_p_fol,,,
head,,So,,,,,,,,,,
in,,light,,,,,,,,,,
a,,a,,,,,,,,,,
crisis,,fire,,,,,,,,,,
—,,!,,,!”,,,p,w_p_pre,,,
‘,,”,,add,,,,p,w_p_pre,,,
there,,Harry,,,,,,,,,,
’,,choked,,,,,,,,,,
s,,.,,,,EOS,,p,w_p_pre,,,
no,,“,,,,BOS,,p,w_p_fol,,,
wood,,Yes,,,,,,,,,,
",’",,—,,,,,,p,w_p_pre,,,
honestly,,of,,,,,,,,,,
.”,,course,,,,,,,,,,
“,,—,,,,,,p,w_p_pre,,,
This,,but,,,,,,,,,,
way,,there’s,,,there,,,,,,,
",”",,,’,,,,,,,,,
said,,,s,,,,,,,,,
Harry,,no,,,,,,,,,,
",",,wood,,,,,,,,,,
pointing,,!,,,!”,,,p,w_p_pre,,,
down,,”,,add,,,,p,w_p_pre,,,
a,,Hermione,,,,,,,,,,
stone,,cried,,,,,,,,,,
passageway,,",",,,,,,p,w_p_pre,,,
",",,wringing,,,,,,,,,,
which,,her,,,,,,,,,,
was,,hands,,,,,,,,,,
the,,.,,,,EOS,,p,w_p_pre,,,
only,,“,,,,BOS,,p,w_p_fol,,,
way,,HAVE,,,,,,,,,,
forward,,YOU,,,,,,,,,,
.,,GONE,,,,,,,,,,
All,,MAD,,,,,,,,,,
they,,?,,,?”,,,p,w_p_pre,,,
could,,”,,add,,,,p,w_p_pre,,,
hear,,Ron,,,,,,,,,,
apart,,bellowed,,,,,,,,,,
from,,.,,,,EOS,,p,w_p_pre,,,
their,,“,,,,BOS,,p,w_p_fol,,,
footsteps,,ARE,,,,,,,,,,
was,,YOU,,,,,,,,,,
the,,A,,,,,,,,,,
gentle,,WITCH,,,,,,,,,,
drip,,OR,,,,,,,,,,
of,,NOT,,,,,,,,,,
water,,?,,,?”,,,p,w_p_pre,,,
trickling,,”,,add,,EOS,,p,w_p_pre,,,
down,,“,,,,BOS,,p,w_p_fol,,,
the,,Oh,,,,,,,,,,
walls,,",",,,,,,p,w_p_pre,,,
.,,right,,,,,,,,,,
The,,!,,,!”,,,p,w_p_pre,,,
passageway,,”,,add,,,,p,w_p_pre,,,
sloped,,said,,,,,,,,,,
downward,,Hermione,,,,,,,,,,
",",,",",,,,,,p,w_p_pre,,,
and,,and,,,,,,,,,,
Harry,,she,,,,,,,,,,
was,,whipped,,,,,,,,,,
reminded,,out,,,,,,,,,,
of,,her,,,,,,,,,,
Gringotts,,wand,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
With,,waved,,,,,,,,,,
an,,it,,,,,,,,,,
unpleasant,,",",,,,,,p,w_p_pre,,,
jolt,,muttered,,,,,,,,,,
of,,something,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
heart,,and,,,,,,,,,,
",",,sent,,,,,,,,,,
he,,a,,,,,,,,,,
remembered,,jet,,,,,,,,,,
the,,of,,,,,,,,,,
dragons,,the,,,,,,,,,,
said,,same,,,,,,,,,,
to,,bluebell,,,,,,,,,,
be,,flames,,,,,,,,,,
guarding,,she,,,,,,,,,,
vaults,,had,,,,,,,,,,
in,,used,,,,,,,,,,
the,,on,,,,,,,,,,
wizards,,Snape,,,,,,,,,,
’,,at,,,,,,,,,,
bank,,the,,,,,,,,,,
.,,plant,,,,,,,,,,
If,,.,,,,EOS,,p,w_p_pre,,,
they,,In,,,,BOS,,,,,,
met,,a,,,,,,,,,,
a,,matter,,,,,,,,,,
dragon,,of,,,,,,,,,,
",",,seconds,,,,,,,,,,
a,,",",,,,,,p,w_p_pre,,,
fully,,the,,,,,,,,,,
-,,two,,,,,,,,,,
grown,,boys,,,,,,,,,,
dragon,,felt,,,,,,,,,,
—,,it,,,,,,,,,,
Norbert,,loosening,,,,,,,,,,
had,,its,,,,,,,,,,
been,,grip,,,,,,,,,,
bad,,as,,,,,,,,,,
enough,,it,,,,,,,,,,
.,,cringed,,,,,,,,,,
.,,away,,,,,,,,,,
.,,from,,,,,,,,,,
“,,the,,,,,,,,,,
Can,,light,,,,,,,,,,
you,,and,,,,,,,,,,
hear,,warmth,,,,,,,,,,
something,,.,,,,EOS,,p,w_p_pre,,,
?”,,Wriggling,,,,BOS,,,,,,
Ron,,and,,,,,,,,,,
whispered,,flailing,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
Harry,,it,,,,,,,,,,
listened,,unraveled,,,,,,,,,,
.,,itself,,,,,,,,,,
A,,from,,,,,,,,,,
soft,,their,,,,,,,,,,
rustling,,bodies,,,,,,,,,,
and,,",",,,,,,p,w_p_pre,,,
clinking,,and,,,,,,,,,,
seemed,,they,,,,,,,,,,
to,,were,,,,,,,,,,
be,,able,,,,,,,,,,
coming,,to,,,,,,,,,,
from,,pull,,,,,,,,,,
up,,free,,,,,,,,,,
ahead,,.,,,,EOS,EOP,p,w_p_pre,,,
.,,“,,,,BOS,BOP,p,w_p_fol,,,
“,,Lucky,,,,,,,,,,
Do,,you,,,,,,,,,,
you,,pay,,,,,,,,,,
think,,attention,,,,,,,,,,
it,,in,,,,,,,,,,
’,,Herbology,,,,,,,,,,
s,,",",,,,,,p,w_p_pre,,,
a,,Hermione,,,,,,,,,,
ghost,,",",,,",”",,,p,w_p_pre,,,
?”,,”,,add,,,,p,w_p_pre,,,
“,,said,,,,,,,,,,
I,,Harry,,,,,,,,,,
don,,as,,,,,,,,,,
’,,he,,,,,,,,,,
t,,joined,,,,,,,,,,
know,,her,,,,,,,,,,
.,,by,,,,,,,,,,
.,,the,,,,,,,,,,
.,,wall,,,,,,,,,,
sounds,,",",,,,,,p,w_p_pre,,,
like,,wiping,,,,,,,,,,
wings,,sweat,,,,,,,,,,
to,,off,,,,,,,,,,
me,,his,,,,,,,,,,
.”,,face,,,,,,,,,,
“,,.,,,,EOS,,p,w_p_pre,,,
There,,“,,,,BOS,,p,w_p_fol,,,
’,,Yeah,,,,,,,,,,
s,,",",,,",”",,,p,w_p_pre,,,
light,,”,,add,,,,p,w_p_pre,,,
ahead,,said,,,,,,,,,,
—,,Ron,,,,,,,,,,
I,,",",,,,,,p,w_p_pre,,,
can,,“,,,,,,p,w_p_pre,,,
see,,and,,,,,,,,,,
something,,lucky,,,,,,,,,,
moving,,Harry,,,,,,,,,,
.”,,doesn’t,,,doesn,,,,,,,
They,,,’,,,,,,,,,
reached,,,t,,,,,,,,,
the,,lose,,,,,,,,,,
end,,his,,,,,,,,,,
of,,head,,,,,,,,,,
the,,in,,,,,,,,,,
passageway,,a,,,,,,,,,,
and,,crisis,,,,,,,,,,
saw,,—,,,,,,p,w_p_pre,,,
before,,‘,,,,,,p,w_p_fol,,,
them,,there’s,,,there,,,,,,,
a,,,’,,,,,,,,,
brilliantly,,,s,,,,,,,,,
lit,,no,,,,,,,,,,
chamber,,wood,,,,,,,,,,
",",,",",,,",’",,,p,w_p_pre,,,
its,,’,,add,,,,p,w_p_pre,,,
ceiling,,honestly,,,,,,,,,,
arching,,.,,,.”,,,p,w_p_pre,,,
high,,”,,add,,EOS,,p,w_p_pre,,,
above,,“,,,,BOS,,p,w_p_fol,,,
them,,This,,,,,,,,,,
.,,way,,,,,,,,,,
It,,",",,,",”",,,p,w_p_pre,,,
was,,”,,add,,,,p,w_p_pre,,,
full,,said,,,,,,,,,,
of,,Harry,,,,,,,,,,
small,,",",,,,,,p,w_p_pre,,,
",",,pointing,,,,,,,,,,
jewel,,down,,,,,,,,,,
-,,a,,,,,,,,,,
bright,,stone,,,,,,,,,,
birds,,passageway,,,,,,,,,,
",",,",",,,,,,p,w_p_pre,,,
fluttering,,which,,,,,,,,,,
and,,was,,,,,,,,,,
tumbling,,the,,,,,,,,,,
all,,only,,,,,,,,,,
around,,way,,,,,,,,,,
the,,forward,,,,,,,,,,
room,,.,,,,EOS,,p,w_p_pre,,,
.,,All,,,,BOS,,,,,,
On,,they,,,,,,,,,,
the,,could,,,,,,,,,,
opposite,,hear,,,,,,,,,,
side,,apart,,,,,,,,,,
of,,from,,,,,,,,,,
the,,their,,,,,,,,,,
chamber,,footsteps,,,,,,,,,,
was,,was,,,,,,,,,,
a,,the,,,,,,,,,,
heavy,,gentle,,,,,,,,,,
wooden,,drip,,,,,,,,,,
door,,of,,,,,,,,,,
.,,water,,,,,,,,,,
“,,trickling,,,,,,,,,,
Do,,down,,,,,,,,,,
you,,the,,,,,,,,,,
think,,walls,,,,,,,,,,
they,,.,,,,EOS,,p,w_p_pre,,,
’,,The,,,,BOS,,,,,,
ll,,passageway,,,,,,,,,,
attack,,sloped,,,,,,,,,,
us,,downward,,,,,,,,,,
if,,",",,,,,,p,w_p_pre,,,
we,,and,,,,,,,,,,
cross,,Harry,,,,,,,,,,
the,,was,,,,,,,,,,
room,,reminded,,,,,,,,,,
?”,,of,,,,,,,,,,
said,,Gringotts,,,,,,,,,,
Ron,,.,,,,EOS,,p,w_p_pre,,,
.,,With,,,,BOS,,,,,,
“,,an,,,,,,,,,,
Probably,,unpleasant,,,,,,,,,,
",”",,jolt,,,,,,,,,,
said,,of,,,,,,,,,,
Harry,,the,,,,,,,,,,
.,,heart,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
They,,he,,,,,,,,,,
don,,remembered,,,,,,,,,,
’,,the,,,,,,,,,,
t,,dragons,,,,,,,,,,
look,,said,,,,,,,,,,
very,,to,,,,,,,,,,
vicious,,be,,,,,,,,,,
",",,guarding,,,,,,,,,,
but,,vaults,,,,,,,,,,
I,,in,,,,,,,,,,
suppose,,the,,,,,,,,,,
if,,wizards’,,,wizards,,,,,,,
they,,,’,,,,,,,,,
all,,bank,,,,,,,,,,
swooped,,.,,,,EOS,,p,w_p_pre,,,
down,,If,,,,BOS,,,,,,
at,,they,,,,,,,,,,
once,,met,,,,,,,,,,
...,,a,,,,,,,,,,
well,,dragon,,,,,,,,,,
",",,",",,,,,,p,w_p_pre,,,
there,,a,,,,,,,,,,
’,,fully-grown,,,fully,,,,,,,
s,,,-,,,,,,,,,
no,,,grown,,,,,,,,,
other,,dragon,,,,,,,,,,
choice,,—,,,,,,p,w_p_pre,,,
...,,Norbert,,,,,,,,,,
I,,had,,,,,,,,,,
’,,been,,,,,,,,,,
ll,,bad,,,,,,,,,,
run,,enough,,,,,,,,,,
.”,,.,,,,,,p,w_p_pre,,,
He,,.,,,,,,p,w_p_pre,,,
took,,.,,,,EOS,EOP,p,w_p_pre,,,
a,,“,,,,BOS,BOP,p,w_p_fol,,,
deep,,Can,,,,,,,,,,
breath,,you,,,,,,,,,,
",",,hear,,,,,,,,,,
covered,,something,,,,,,,,,,
his,,?,,,?”,,,p,w_p_pre,,,
face,,”,,add,,,,p,w_p_pre,,,
with,,Ron,,,,,,,,,,
his,,whispered,,,,,,,,,,
arms,,.,,,,EOS,,p,w_p_pre,,,
",",,Harry,,,,BOS,,,,,,
and,,listened,,,,,,,,,,
sprinted,,.,,,,EOS,,p,w_p_pre,,,
across,,A,,,,BOS,,,,,,
the,,soft,,,,,,,,,,
room,,rustling,,,,,,,,,,
.,,and,,,,,,,,,,
He,,clinking,,,,,,,,,,
expected,,seemed,,,,,,,,,,
to,,to,,,,,,,,,,
feel,,be,,,,,,,,,,
sharp,,coming,,,,,,,,,,
beaks,,from,,,,,,,,,,
and,,up,,,,,,,,,,
claws,,ahead,,,,,,,,,,
tearing,,.,,,,EOS,,p,w_p_pre,,,
at,,“,,,,BOS,,p,w_p_fol,,,
him,,Do,,,,,,,,,,
any,,you,,,,,,,,,,
second,,think,,,,,,,,,,
",",,it’s,,,it,,,,,,,
but,,,’,,,,,,,,,
nothing,,,s,,,,,,,,,
happened,,a,,,,,,,,,,
.,,ghost,,,,,,,,,,
He,,?,,,?”,,,p,w_p_pre,,,
reached,,”,,add,,EOS,,p,w_p_pre,,,
the,,“,,,,BOS,,p,w_p_fol,,,
door,,I,,,,,,,,,,
untouched,,don’t,,,don,,,,,,,
.,,,’,,,,,,,,,
He,,,t,,,,,,,,,
pulled,,know,,,,,,,,,,
the,,.,,,,,,p,w_p_pre,,,
handle,,.,,,,,,p,w_p_pre,,,
",",,.,,,,,,p,w_p_pre,,,
but,,sounds,,,,,,,,,,
it,,like,,,,,,,,,,
was,,wings,,,,,,,,,,
locked,,to,,,,,,,,,,
.,,me,,,,,,,,,,
The,,.,,,.”,,,p,w_p_pre,,,
other,,”,,add,,EOS,,p,w_p_pre,,,
two,,“,,,,BOS,,p,w_p_fol,,,
followed,,There’s,,,There,,,,,,,
him,,,’,,,,,,,,,
.,,,s,,,,,,,,,
They,,light,,,,,,,,,,
tugged,,ahead,,,,,,,,,,
and,,—,,,,,,p,w_p_pre,,,
heaved,,I,,,,,,,,,,
at,,can,,,,,,,,,,
the,,see,,,,,,,,,,
door,,something,,,,,,,,,,
",",,moving,,,,,,,,,,
but,,.,,,.”,,,p,w_p_pre,,,
it,,”,,add,,EOS,,p,w_p_pre,,,
wouldn,,They,,,,BOS,,,,,,
’,,reached,,,,,,,,,,
t,,the,,,,,,,,,,
budge,,end,,,,,,,,,,
",",,of,,,,,,,,,,
not,,the,,,,,,,,,,
even,,passageway,,,,,,,,,,
when,,and,,,,,,,,,,
Hennione,,saw,,,,,,,,,,
tried,,before,,,,,,,,,,
her,,them,,,,,,,,,,
Alohomora,,a,,,,,,,,,,
charm,,brilliantly,,,,,,,,,,
.,,lit,,,,,,,,,,
“,,chamber,,,,,,,,,,
Now,,",",,,,,,p,w_p_pre,,,
what,,its,,,,,,,,,,
?”,,ceiling,,,,,,,,,,
said,,arching,,,,,,,,,,
Ron,,high,,,,,,,,,,
.,,above,,,,,,,,,,
“,,them,,,,,,,,,,
These,,.,,,,EOS,,p,w_p_pre,,,
birds,,It,,,,BOS,,,,,,
.,,was,,,,,,,,,,
.,,full,,,,,,,,,,
.,,of,,,,,,,,,,
they,,small,,,,,,,,,,
can,,",",,,,,,p,w_p_pre,,,
’,,jewel-bright,,,jewel,,,,,,,
t,,,-,,,,,,,,,
be,,,bright,,,,,,,,,
here,,birds,,,,,,,,,,
just,,",",,,,,,p,w_p_pre,,,
for,,fluttering,,,,,,,,,,
decoration,,and,,,,,,,,,,
",”",,tumbling,,,,,,,,,,
said,,all,,,,,,,,,,
Hennione,,around,,,,,,,,,,
.,,the,,,,,,,,,,
They,,room,,,,,,,,,,
watched,,.,,,,EOS,,p,w_p_pre,,,
the,,On,,,,BOS,,,,,,
birds,,the,,,,,,,,,,
soaring,,opposite,,,,,,,,,,
overhead,,side,,,,,,,,,,
",",,of,,,,,,,,,,
glittering,,the,,,,,,,,,,
—,,chamber,,,,,,,,,,
glittering,,was,,,,,,,,,,
?,,a,,,,,,,,,,
“,,heavy,,,,,,,,,,
They,,wooden,,,,,,,,,,
’,,door,,,,,,,,,,
re,,.,,,,EOS,EOP,p,w_p_pre,,,
not,,“,,,,BOS,BOP,p,w_p_fol,,,
birds,,Do,,,,,,,,,,
!”,,you,,,,,,,,,,
Harry,,think,,,,,,,,,,
said,,they’ll,,,they,,,,,,,
suddenly,,,’,,,,,,,,,
.,,,ll,,,,,,,,,
“,,attack,,,,,,,,,,
They,,us,,,,,,,,,,
’,,if,,,,,,,,,,
re,,we,,,,,,,,,,
keys,,cross,,,,,,,,,,
\,,the,,,,,,,,,,
Winged,,room,,,,,,,,,,
keys,,?,,,?”,,,p,w_p_pre,,,
—,,”,,add,,,,p,w_p_pre,,,
look,,said,,,,,,,,,,
carefully,,Ron,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
So,,“,,,,BOS,,p,w_p_fol,,,
that,,Probably,,,,,,,,,,
must,,",",,,",”",,,p,w_p_pre,,,
mean,,”,,add,,,,p,w_p_pre,,,
.,,said,,,,,,,,,,
.,,Harry,,,,,,,,,,
.”,,.,,,,EOS,,p,w_p_pre,,,
he,,“,,,,BOS,,p,w_p_fol,,,
looked,,They,,,,,,,,,,
around,,don’t,,,don,,,,,,,
the,,,’,,,,,,,,,
chamber,,,t,,,,,,,,,
while,,look,,,,,,,,,,
the,,very,,,,,,,,,,
other,,vicious,,,,,,,,,,
two,,",",,,,,,p,w_p_pre,,,
squinted,,but,,,,,,,,,,
up,,I,,,,,,,,,,
at,,suppose,,,,,,,,,,
the,,if,,,,,,,,,,
flock,,they,,,,,,,,,,
of,,all,,,,,,,,,,
keys,,swooped,,,,,,,,,,
.,,down,,,,,,,,,,
“.,,at,,,,,,,,,,
.,,once,,,,,,,,,,
.,,.,,,...,,,p,w_p_pre,,,
yes,,.,,add,,,,p,w_p_pre,,,
—,,.,,add,,,,p,w_p_pre,,,
look,,well,,,,,,,,,,
!,,",",,,,,,p,w_p_pre,,,
Broomsticks,,there’s,,,there,,,,,,,
!,,,’,,,,,,,,,
We,,,s,,,,,,,,,
’,,no,,,,,,,,,,
ve,,other,,,,,,,,,,
got,,choice,,,,,,,,,,
to,,.,,,...,,,p,w_p_pre,,,
catch,,.,,add,,,,p,w_p_pre,,,
the,,.,,add,,,,p,w_p_pre,,,
key,,I’ll,,,I,,,,,,,
to,,,’,,,,,,,,,
the,,,ll,,,,,,,,,
door,,run,,,,,,,,,,
!”,,.,,,.”,,,p,w_p_pre,,,
“,,”,,add,,EOS,,p,w_p_pre,,,
But,,He,,,,BOS,,,,,,
there,,took,,,,,,,,,,
are,,a,,,,,,,,,,
hundreds,,deep,,,,,,,,,,
of,,breath,,,,,,,,,,
them,,",",,,,,,p,w_p_pre,,,
!”,,covered,,,,,,,,,,
Ron,,his,,,,,,,,,,
examined,,face,,,,,,,,,,
the,,with,,,,,,,,,,
lock,,his,,,,,,,,,,
on,,arms,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
door,,and,,,,,,,,,,
.,,sprinted,,,,,,,,,,
“,,across,,,,,,,,,,
We,,the,,,,,,,,,,
’,,room,,,,,,,,,,
re,,.,,,,EOS,,p,w_p_pre,,,
looking,,He,,,,BOS,,,,,,
for,,expected,,,,,,,,,,
a,,to,,,,,,,,,,
big,,feel,,,,,,,,,,
",",,sharp,,,,,,,,,,
old,,beaks,,,,,,,,,,
-,,and,,,,,,,,,,
fashioned,,claws,,,,,,,,,,
one,,tearing,,,,,,,,,,
—,,at,,,,,,,,,,
probably,,him,,,,,,,,,,
silver,,any,,,,,,,,,,
",",,second,,,,,,,,,,
like,,",",,,,,,p,w_p_pre,,,
the,,but,,,,,,,,,,
handle,,nothing,,,,,,,,,,
.”,,happened,,,,,,,,,,
They,,.,,,,EOS,,p,w_p_pre,,,
each,,He,,,,BOS,,,,,,
seized,,reached,,,,,,,,,,
a,,the,,,,,,,,,,
broomstick,,door,,,,,,,,,,
and,,untouched,,,,,,,,,,
kicked,,.,,,,EOS,,p,w_p_pre,,,
off,,He,,,,BOS,,,,,,
into,,pulled,,,,,,,,,,
the,,the,,,,,,,,,,
air,,handle,,,,,,,,,,
",",,",",,,,,,p,w_p_pre,,,
soaring,,but,,,,,,,,,,
into,,it,,,,,,,,,,
the,,was,,,,,,,,,,
midst,,locked,,,,,,,,,,
of,,.,,,,EOS,,p,w_p_pre,,,
the,,The,,,,BOS,,,,,,
cloud,,other,,,,,,,,,,
of,,two,,,,,,,,,,
keys,,followed,,,,,,,,,,
.,,him,,,,,,,,,,
They,,.,,,,EOS,,p,w_p_pre,,,
grabbed,,They,,,,BOS,,,,,,
and,,tugged,,,,,,,,,,
snatched,,and,,,,,,,,,,
",",,heaved,,,,,,,,,,
but,,at,,,,,,,,,,
the,,the,,,,,,,,,,
bewitched,,door,,,,,,,,,,
keys,,",",,,,,,p,w_p_pre,,,
darted,,but,,,,,,,,,,
and,,it,,,,,,,,,,
dived,,wouldn’t,,,wouldn,,,,,,,
so,,,’,,,,,,,,,
quickly,,,t,,,,,,,,,
it,,budge,,,,,,,,,,
was,,",",,,,,,p,w_p_pre,,,
almost,,not,,,,,,,,,,
impossible,,even,,,,,,,,,,
to,,when,,,,,,,,,,
catch,,Hermione,,,Hennione,,,,,,,
one,,tried,,,,,,,,,,
.,,her,,,,,,,,,,
Not,,Alohomora,,,,,,,,,,
for,,charm,,,,,,,,,,
nothing,,.,,,,EOS,,p,w_p_pre,,,
",",,“,,,,BOS,,p,w_p_fol,,,
though,,Now,,,,,,,,,,
",",,what,,,,,,,,,,
was,,?,,,?”,,,p,w_p_pre,,,
Harry,,”,,add,,,,p,w_p_pre,,,
the,,said,,,,,,,,,,
youngest,,Ron,,,,,,,,,,
Seeker,,.,,,,EOS,EOP,p,w_p_pre,,,
in,,“,,,,BOS,BOP,p,w_p_fol,,,
a,,These,,,,,,,,,,
century,,birds,,,,,,,,,,
.,,.,,,,,,p,w_p_pre,,,
He,,.,,,,,,p,w_p_pre,,,
had,,.,,,,,,p,w_p_pre,,,
a,,they,,,,,,,,,,
knack,,can’t,,,can,,,,,,,
for,,,’,,,,,,,,,
spotting,,,t,,,,,,,,,
things,,be,,,,,,,,,,
other,,here,,,,,,,,,,
people,,just,,,,,,,,,,
didn,,for,,,,,,,,,,
’,,decoration,,,,,,,,,,
t,,",",,,",”",,,p,w_p_pre,,,
.,,”,,add,,,,p,w_p_pre,,,
After,,said,,,,,,,,,,
a,,Hermione,,,Hennione,,,,,,,
minute,,.,,,,EOS,,p,w_p_pre,,,
’,,They,,,,BOS,,,,,,
s,,watched,,,,,,,,,,
weaving,,the,,,,,,,,,,
about,,birds,,,,,,,,,,
through,,soaring,,,,,,,,,,
the,,overhead,,,,,,,,,,
whirl,,",",,,,,,p,w_p_pre,,,
of,,glittering,,,,,,,,,,
rainbow,,—,,,,,,p,w_p_pre,,,
feathers,,glittering,,,,,,,,,,
",",,?,,,,EOS,,p,w_p_pre,,,
he,,“,,,,BOS,,p,w_p_fol,,,
noticed,,They’re,,,They,,,,,,,
a,,,’,,,,,,,,,
large,,,re,,,,,,,,,
silver,,not,,,,,,,,,,
key,,birds,,,,,,,,,,
that,,!,,,!”,,,p,w_p_pre,,,
had,,”,,add,,,,p,w_p_pre,,,
a,,Harry,,,,,,,,,,
bent,,said,,,,,,,,,,
wing,,suddenly,,,,,,,,,,
",",,.,,,,EOS,,p,w_p_pre,,,
as,,“,,,,BOS/BOS_1,,p,w_p_fol,,,
if,,They’re,,,They,,,,,,,
it,,,’,,,,,,,,,
had,,,re,,,,,,,,,
already,,keys,,,,,,,,,,
been,,!,,,\,EOS_1,,p,w_p_pre,,,
caught,,Winged,,,,BOS_2,,,,,,
and,,keys,,,,,,,,,,
stuffed,,—,,,,,,p,w_p_pre,,,
roughly,,look,,,,,,,,,,
into,,carefully,,,,,,,,,,
the,,.,,,,EOS_2/EOS,,p,w_p_pre,,,
keyhole,,So,,,,BOS/BOS_1,,,,,,
.,,that,,,,,,,,,,
“,,must,,,,,,,,,,
That,,mean,,,,,,,,,,
one,,.,,,,,,p,w_p_pre,,,
!”,,.,,,,,,p,w_p_pre,,,
he,,.,,,.”,,,p,w_p_pre,,,
called,,”,,add,,,,p,w_p_pre,,,
to,,he,,,,,,,,,,
the,,looked,,,,,,,,,,
others,,around,,,,,,,,,,
.,,the,,,,,,,,,,
“,,chamber,,,,,,,,,,
That,,while,,,,,,,,,,
big,,the,,,,,,,,,,
one,,other,,,,,,,,,,
—,,two,,,,,,,,,,
there,,squinted,,,,,,,,,,
—,,up,,,,,,,,,,
no,,at,,,,,,,,,,
",",,the,,,,,,,,,,
there,,flock,,,,,,,,,,
—,,of,,,,,,,,,,
with,,keys,,,,,,,,,,
bright,,.,,,,EOS_1,,p,w_p_pre,,,
blue,,“,,,“.,BOS_2,,p,w_p_fol,,,
wings,,.,,add,,,,p,w_p_fol,,,
