original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
suddenly,,how,,,,,,,,,,
looked,,to,,,,,,,,,,
horrified,,calm,,,,,,,,,,
.,,him,,,,,,,,,,
“,,down,,,,,,,,,,
I,,",",,,,,,p,w_p_pre,,,
shouldn,,jus’,,,jus,,,,,,,accent
’,,,’,,,,,,,,,
ta,,play,,,,,,,,,,
told,,him,,,,,,,,,,
yeh,,a,,,,,,,,,,
that,,bit,,,,,,,,,,
!”,,o’,,,o,,,,,,,accent
he,,,’,,,,,,,,,
blurted,,music,,,,,,,,,,
out,,an’,,,an,,,,,,,accent
.,,,’,,,,,,,,,
“,,he’ll,,,he,,,,,,,
Forget,,,’,,,,,,,,,
I,,,ll,,,,,,,,,
said,,go,,,,,,,,,,
it,,straight,,,,,,,,,,
!,,off,,,,,,,,,,
Hey,,ter,,,,,,,,,,accent
—,,sleep,,,,,,,,,,
where,,—,,,,,,p,w_p_pre,,,
’,,”,,,,EOS,,p,w_p_pre,,,
re,,Hagrid,,,,BOS,,,,,,
yeh,,suddenly,,,,,,,,,,
goin,,looked,,,,,,,,,,
’?”,,horrified,,,,,,,,,,
Harry,,.,,,,EOS,,p,w_p_pre,,,
",",,“,,,,BOS,,p,w_p_fol,,,
Ron,,I,,,,,,,,,,
",",,shouldn’ta,,,shouldn,,,,,,,accent
and,,,’,,,,,,,,,
Hennione,,,ta,,,,,,,,,
didn,,told,,,,,,,,,,
’,,yeh,,,,,,,,,,accent
t,,that,,,,,,,,,,
speak,,!,,,!”,,,p,w_p_pre,,,
to,,”,,add,,,,p,w_p_pre,,,
each,,he,,,,,,,,,,
other,,blurted,,,,,,,,,,
at,,out,,,,,,,,,,
all,,.,,,,EOS,,p,w_p_pre,,,
until,,“,,,,BOS,,p,w_p_fol,,,
they,,Forget,,,,,,,,,,
came,,I,,,,,,,,,,
to,,said,,,,,,,,,,
a,,it,,,,,,,,,,
halt,,!,,,,EOS,,p,w_p_pre,,,
in,,Hey,,,,BOS,,,,,,
the,,—,,,,,,p,w_p_pre,,,
entrance,,where’re,,,where,,,,,,,
hall,,,’,,,,,,,,,
",",,,re,,,,,,,,,
which,,yeh,,,,,,,,,,accent
seemed,,goin’,,,goin,,,,,,,accent
very,,?,,,’?”,,,p,w_p_pre,,,
cold,,”,,add,,EOS,EOP,p,w_p_pre,,,
and,,Harry,,,,BOS,BOP,,,,,
gloomy,,",",,,,,,p,w_p_pre,,,
after,,Ron,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
grounds,,and,,,,,,,,,,
.,,Hermione,,,Hennione,,,,,,,
“,,didn’t,,,didn,,,,,,,
We,,,’,,,,,,,,,
’,,,t,,,,,,,,,
ve,,speak,,,,,,,,,,
got,,to,,,,,,,,,,
to,,each,,,,,,,,,,
go,,other,,,,,,,,,,
to,,at,,,,,,,,,,
Dumbledore,,all,,,,,,,,,,
",”",,until,,,,,,,,,,
said,,they,,,,,,,,,,
Harry,,came,,,,,,,,,,
.,,to,,,,,,,,,,
“,,a,,,,,,,,,,
Hagrid,,halt,,,,,,,,,,
told,,in,,,,,,,,,,
that,,the,,,,,,,,,,
stranger,,entrance,,,,,,,,,,
how,,hall,,,,,,,,,,
to,,",",,,,,,p,w_p_pre,,,
get,,which,,,,,,,,,,
past,,seemed,,,,,,,,,,
Fluffy,,very,,,,,,,,,,
",",,cold,,,,,,,,,,
and,,and,,,,,,,,,,
it,,gloomy,,,,,,,,,,
was,,after,,,,,,,,,,
either,,the,,,,,,,,,,
Snape,,grounds,,,,,,,,,,
or,,.,,,,EOS,,p,w_p_pre,,,
Voldemort,,“,,,,BOS,,p,w_p_fol,,,
under,,We’ve,,,We,,,,,,,
that,,,’,,,,,,,,,
cloak,,,ve,,,,,,,,,
—,,got,,,,,,,,,,
it,,to,,,,,,,,,,
must,,go,,,,,,,,,,
’,,to,,,,,,,,,,
ve,,Dumbledore,,,,,,,,,,
been,,",",,,",”",,,p,w_p_pre,,,
easy,,”,,add,,,,p,w_p_pre,,,
",",,said,,,,,,,,,,
once,,Harry,,,,,,,,,,
he,,.,,,,EOS,,p,w_p_pre,,,
’,,“,,,,BOS,,p,w_p_fol,,,
d,,Hagrid,,,,,,,,,,
got,,told,,,,,,,,,,
Hagrid,,that,,,,,,,,,,
drunk,,stranger,,,,,,,,,,
.,,how,,,,,,,,,,
I,,to,,,,,,,,,,
just,,get,,,,,,,,,,
hope,,past,,,,,,,,,,
Dumbledore,,Fluffy,,,,,,,,,,
believes,,",",,,,,,p,w_p_pre,,,
us,,and,,,,,,,,,,
.,,it,,,,,,,,,,
Firenze,,was,,,,,,,,,,
might,,either,,,,,,,,,,
back,,Snape,,,,,,,,,,
us,,or,,,,,,,,,,
up,,Voldemort,,,,,,,,,,
if,,under,,,,,,,,,,
Bane,,that,,,,,,,,,,
doesn,,cloak,,,,,,,,,,
’,,—,,,,,,p,w_p_pre,,,
t,,it,,,,,,,,,,
stop,,must’ve,,,must,,,,,,,
him,,,’,,,,,,,,,
.,,,ve,,,,,,,,,
Where,,been,,,,,,,,,,
’,,easy,,,,,,,,,,
s,,",",,,,,,p,w_p_pre,,,
Dumbledore,,once,,,,,,,,,,
’,,he’d,,,he,,,,,,,
s,,,’,,,,,,,,,
office,,,d,,,,,,,,,
?”,,got,,,,,,,,,,
They,,Hagrid,,,,,,,,,,
looked,,drunk,,,,,,,,,,
around,,.,,,,EOS,,p,w_p_pre,,,
",",,I,,,,BOS,,,,,,
as,,just,,,,,,,,,,
if,,hope,,,,,,,,,,
hoping,,Dumbledore,,,,,,,,,,
to,,believes,,,,,,,,,,
see,,us,,,,,,,,,,
a,,.,,,,EOS,,p,w_p_pre,,,
sign,,Firenze,,,,BOS,,,,,,
pointing,,might,,,,,,,,,,
them,,back,,,,,,,,,,
in,,us,,,,,,,,,,
the,,up,,,,,,,,,,
right,,if,,,,,,,,,,
direction,,Bane,,,,,,,,,,
.,,doesn’t,,,doesn,,,,,,,
They,,,’,,,,,,,,,
had,,,t,,,,,,,,,
never,,stop,,,,,,,,,,
been,,him,,,,,,,,,,
told,,.,,,,EOS,,p,w_p_pre,,,
where,,Where’s,,,Where,BOS,,,,,,
Dumbledore,,,’,,,,,,,,,
lived,,,s,,,,,,,,,
",",,Dumbledore’s,,,Dumbledore,,,,,,,
nor,,,’,,,,,,,,,
did,,,s,,,,,,,,,
they,,office,,,,,,,,,,
know,,?,,,?”,,,p,w_p_pre,,,
anyone,,”,,add,,EOS,,p,w_p_pre,,,
who,,They,,,,BOS,,,,,,
had,,looked,,,,,,,,,,
been,,around,,,,,,,,,,
sent,,",",,,,,,p,w_p_pre,,,
to,,as,,,,,,,,,,
see,,if,,,,,,,,,,
him,,hoping,,,,,,,,,,
.,,to,,,,,,,,,,
“,,see,,,,,,,,,,
We,,a,,,,,,,,,,
’,,sign,,,,,,,,,,
ll,,pointing,,,,,,,,,,
just,,them,,,,,,,,,,
have,,in,,,,,,,,,,
to,,the,,,,,,,,,,
—,,right,,,,,,,,,,
”,,direction,,,,,,,,,,
Harry,,.,,,,EOS,,p,w_p_pre,,,
began,,They,,,,BOS,,,,,,
",",,had,,,,,,,,,,
but,,never,,,,,,,,,,
a,,been,,,,,,,,,,
voice,,told,,,,,,,,,,
suddenly,,where,,,,,,,,,,
rang,,Dumbledore,,,,,,,,,,
across,,lived,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
hall,,nor,,,,,,,,,,
.,,did,,,,,,,,,,
“,,they,,,,,,,,,,
What,,know,,,,,,,,,,
are,,anyone,,,,,,,,,,
you,,who,,,,,,,,,,
three,,had,,,,,,,,,,
doing,,been,,,,,,,,,,
inside,,sent,,,,,,,,,,
?”,,to,,,,,,,,,,
It,,see,,,,,,,,,,
was,,him,,,,,,,,,,
Professor,,.,,,,EOS,EOP,p,w_p_pre,,,
McGonagall,,“,,,,BOS,BOP,p,w_p_fol,,,
",",,We’ll,,,We,,,,,,,
carrying,,,’,,,,,,,,,
a,,,ll,,,,,,,,,
large,,just,,,,,,,,,,
pile,,have,,,,,,,,,,
of,,to,,,,,,,,,,
books,,—,,,,,,p,w_p_pre,,,
.,,”,,,,,,p,w_p_pre,,,
“,,Harry,,,,,,,,,,
We,,began,,,,,,,,,,
want,,",",,,,,,p,w_p_pre,,,
to,,but,,,,,,,,,,
see,,a,,,,,,,,,,
Professor,,voice,,,,,,,,,,
Dumbledore,,suddenly,,,,,,,,,,
",”",,rang,,,,,,,,,,
said,,across,,,,,,,,,,
Hermione,,the,,,,,,,,,,
",",,hall,,,,,,,,,,
rather,,.,,,,EOS,,p,w_p_pre,,,
bravely,,“,,,,BOS,,p,w_p_fol,,,
",",,What,,,,,,,,,,
Harry,,are,,,,,,,,,,
and,,you,,,,,,,,,,
Ron,,three,,,,,,,,,,
thought,,doing,,,,,,,,,,
.,,inside,,,,,,,,,,
“,,?,,,?”,,,p,w_p_pre,,,
See,,”,,add,,EOS,,p,w_p_pre,,,
Professor,,It,,,,BOS,,,,,,
Dumbledore,,was,,,,,,,,,,
?”,,Professor,,,,,,,,,,
Professor,,McGonagall,,,,,,,,,,
McGonagall,,",",,,,,,p,w_p_pre,,,
repeated,,carrying,,,,,,,,,,
",",,a,,,,,,,,,,
as,,large,,,,,,,,,,
though,,pile,,,,,,,,,,
this,,of,,,,,,,,,,
was,,books,,,,,,,,,,
a,,.,,,,EOS,,p,w_p_pre,,,
very,,“,,,,BOS,,p,w_p_fol,,,
fishy,,We,,,,,,,,,,
thing,,want,,,,,,,,,,
to,,to,,,,,,,,,,
want,,see,,,,,,,,,,
to,,Professor,,,,,,,,,,
do,,Dumbledore,,,,,,,,,,
.,,",",,,",”",,,p,w_p_pre,,,
“,,”,,add,,,,p,w_p_pre,,,
Why,,said,,,,,,,,,,
?”,,Hermione,,,,,,,,,,
Harry,,",",,,,,,p,w_p_pre,,,
swallowed,,rather,,,,,,,,,,
—,,bravely,,,,,,,,,,
now,,",",,,,,,p,w_p_pre,,,
what,,Harry,,,,,,,,,,
?,,and,,,,,,,,,,
“,,Ron,,,,,,,,,,
It,,thought,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
s,,“,,,,BOS,,p,w_p_fol,,,
sort,,See,,,,,,,,,,
of,,Professor,,,,,,,,,,
secret,,Dumbledore,,,,,,,,,,
",”",,?,,,?”,,,p,w_p_pre,,,
he,,”,,add,,,,p,w_p_pre,,,
said,,Professor,,,,,,,,,,
",",,McGonagall,,,,,,,,,,
but,,repeated,,,,,,,,,,
he,,",",,,,,,p,w_p_pre,,,
wished,,as,,,,,,,,,,
at,,though,,,,,,,,,,
once,,this,,,,,,,,,,
he,,was,,,,,,,,,,
hadn,,a,,,,,,,,,,
’,,very,,,,,,,,,,
t,,fishy,,,,,,,,,,
",",,thing,,,,,,,,,,
because,,to,,,,,,,,,,
Professor,,want,,,,,,,,,,
McGonagall,,to,,,,,,,,,,
’,,do,,,,,,,,,,
s,,.,,,,EOS,,p,w_p_pre,,,
nostrils,,“,,,,BOS,,p,w_p_fol,,,
flared,,Why,,,,,,,,,,
.,,?,,,?”,,,p,w_p_pre,,,
“,,”,,add,,EOS,,p,w_p_pre,,,
Professor,,Harry,,,,BOS,,,,,,
Dumbledore,,swallowed,,,,,,,,,,
left,,—,,,,,,p,w_p_pre,,,
ten,,now,,,,,,,,,,
minutes,,what,,,,,,,,,,
ago,,?,,,,EOS,,p,w_p_pre,,,
",”",,“,,,,BOS,,p,w_p_fol,,,
she,,It’s,,,It,,,,,,,
said,,,’,,,,,,,,,
coldly,,,s,,,,,,,,,
.,,sort,,,,,,,,,,
“,,of,,,,,,,,,,
He,,secret,,,,,,,,,,
received,,",",,,",”",,,p,w_p_pre,,,
an,,”,,add,,,,p,w_p_pre,,,
urgent,,he,,,,,,,,,,
owl,,said,,,,,,,,,,
from,,",",,,,,,p,w_p_pre,,,
the,,but,,,,,,,,,,
Ministry,,he,,,,,,,,,,
of,,wished,,,,,,,,,,
Magic,,at,,,,,,,,,,
and,,once,,,,,,,,,,
flew,,he,,,,,,,,,,
off,,hadn’t,,,hadn,,,,,,,
for,,,’,,,,,,,,,
London,,,t,,,,,,,,,
at,,",",,,,,,p,w_p_pre,,,
once,,because,,,,,,,,,,
.”,,Professor,,,,,,,,,,
“,,McGonagall’s,,,McGonagall,,,,,,,
He,,,’,,,,,,,,,
’,,,s,,,,,,,,,
s,,nostrils,,,,,,,,,,
gone,,flared,,,,,,,,,,
?”,,.,,,,EOS,,p,w_p_pre,,,
said,,“,,,,BOS,,p,w_p_fol,,,
Harry,,Professor,,,,,,,,,,
frantically,,Dumbledore,,,,,,,,,,
.,,left,,,,,,,,,,
“,,ten,,,,,,,,,,
Now,,minutes,,,,,,,,,,
?”,,ago,,,,,,,,,,
“,,",",,,",”",,,p,w_p_pre,,,
Professor,,”,,add,,,,p,w_p_pre,,,
Dumbledore,,she,,,,,,,,,,
is,,said,,,,,,,,,,
a,,coldly,,,,,,,,,,
very,,.,,,,EOS,,p,w_p_pre,,,
great,,“,,,,BOS,,p,w_p_fol,,,
wizard,,He,,,,,,,,,,
",",,received,,,,,,,,,,
Potter,,an,,,,,,,,,,
",",,urgent,,,,,,,,,,
he,,owl,,,,,,,,,,
has,,from,,,,,,,,,,
many,,the,,,,,,,,,,
demands,,Ministry,,,,,,,,,,
on,,of,,,,,,,,,,
his,,Magic,,,,,,,,,,
time,,and,,,,,,,,,,
-,,flew,,,,,,,,,,
”,,off,,,,,,,,,,
“,,for,,,,,,,,,,
But,,London,,,,,,,,,,
this,,at,,,,,,,,,,
is,,once,,,,,,,,,,
important,,.,,,.”,,,p,w_p_pre,,,
.”,,”,,add,,EOS,,p,w_p_pre,,,
“,,“,,,,BOS,,p,w_p_fol,,,
Something,,He’s,,,He,,,,,,,
you,,,’,,,,,,,,,
have,,,s,,,,,,,,,
to,,gone,,,,,,,,,,
say,,?,,,?”,,,p,w_p_pre,,,
is,,”,,add,,,,p,w_p_pre,,,
more,,said,,,,,,,,,,
important,,Harry,,,,,,,,,,
than,,frantically,,,,,,,,,,
the,,.,,,,EOS,,p,w_p_pre,,,
Ministry,,“,,,,BOS,,p,w_p_fol,,,
of,,Now,,,,,,,,,,
Magic,,?,,,?”,,,p,w_p_pre,,,
",",,”,,add,,EOS,,p,w_p_pre,,,
Potter,,“,,,,BOS,,p,w_p_fol,,,
?”,,Professor,,,,,,,,,,
“,,Dumbledore,,,,,,,,,,
Look,,is,,,,,,,,,,
",”",,a,,,,,,,,,,
said,,very,,,,,,,,,,
Harry,,great,,,,,,,,,,
",",,wizard,,,,,,,,,,
throwing,,",",,,,,,p,w_p_pre,,,
caution,,Potter,,,,,,,,,,
to,,",",,,,,,p,w_p_pre,,,
the,,he,,,,,,,,,,
winds,,has,,,,,,,,,,
",",,many,,,,,,,,,,
“,,demands,,,,,,,,,,
Professor,,on,,,,,,,,,,
—,,his,,,,,,,,,,
it,,time,,,,,,,,,,
’,,-,,,,,,p,w_p_pre,,,
s,,”,,,,EOS,,p,w_p_pre,,,
about,,“,,,,BOS,,p,w_p_fol,,,
the,,But,,,,,,,,,,
Sorcerer,,this,,,,,,,,,,
’,,is,,,,,,,,,,
s,,important,,,,,,,,,,
Stone,,.,,,.”,,,p,w_p_pre,,,
59,,”,,add,,EOS,,p,w_p_pre,,,
Whatever,,“,,,,BOS,,p,w_p_fol,,,
Professor,,Something,,,,,,,,,,
McGonagall,,you,,,,,,,,,,
had,,have,,,,,,,,,,
expected,,to,,,,,,,,,,
",",,say,,,,,,,,,,
it,,is,,,,,,,,,,
wasn,,more,,,,,,,,,,
’,,important,,,,,,,,,,
t,,than,,,,,,,,,,
that,,the,,,,,,,,,,
.,,Ministry,,,,,,,,,,
The,,of,,,,,,,,,,
books,,Magic,,,,,,,,,,
she,,",",,,,,,p,w_p_pre,,,
was,,Potter,,,,,,,,,,
carrying,,?,,,?”,,,p,w_p_pre,,,
tumbled,,”,,add,,EOS,,p,w_p_pre,,,
out,,“,,,,BOS,,p,w_p_fol,,,
of,,Look,,,,,,,,,,
her,,",",,,",”",,,p,w_p_pre,,,
arms,,”,,add,,,,p,w_p_pre,,,
",",,said,,,,,,,,,,
but,,Harry,,,,,,,,,,
she,,",",,,,,,p,w_p_pre,,,
didn,,throwing,,,,,,,,,,
’,,caution,,,,,,,,,,
t,,to,,,,,,,,,,
pick,,the,,,,,,,,,,
them,,winds,,,,,,,,,,
up,,",",,,,,,p,w_p_pre,,,
.,,“,,,,,,p,w_p_fol,,,
“,,Professor,,,,,,,,,,
How,,—,,,,,,p,w_p_pre,,,
do,,it’s,,,it,,,,,,,
you,,,’,,,,,,,,,
know,,,s,,,,,,,,,
—,,about,,,,,,,,,,
?”,,the,,,,,,,,,,
she,,Sorcerer’s,,,Sorcerer,,,,,,,
spluttered,,,’,,,,,,,,,
.,,,s,,,,,,,,,
“,,Stone,,,,,,,,,,
Professor,,—,,,59,,,p,w_p_pre,,,
",",,”,,add,,EOS,,p,w_p_pre,,,
I,,Whatever,,,,BOS,,,,,,
think,,Professor,,,,,,,,,,
—,,McGonagall,,,,,,,,,,
I,,had,,,,,,,,,,
know,,expected,,,,,,,,,,
—,,",",,,,,,p,w_p_pre,,,
that,,it,,,,,,,,,,
Sn,,wasn’t,,,wasn,,,,,,,
—,,,’,,,,,,,,,
that,,,t,,,,,,,,,
someone,,that,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
s,,The,,,,BOS,,,,,,
going,,books,,,,,,,,,,
to,,she,,,,,,,,,,
try,,was,,,,,,,,,,
and,,carrying,,,,,,,,,,
steal,,tumbled,,,,,,,,,,
the,,out,,,,,,,,,,
Stone,,of,,,,,,,,,,
.,,her,,,,,,,,,,
I,,arms,,,,,,,,,,
’,,",",,,,,,p,w_p_pre,,,
ve,,but,,,,,,,,,,
got,,she,,,,,,,,,,
to,,didn’t,,,didn,,,,,,,
talk,,,’,,,,,,,,,
to,,,t,,,,,,,,,
Professor,,pick,,,,,,,,,,
Dumbledore,,them,,,,,,,,,,
.”,,up,,,,,,,,,,
She,,.,,,,EOS,,p,w_p_pre,,,
eyed,,“,,,,BOS,,p,w_p_fol,,,
him,,How,,,,,,,,,,
with,,do,,,,,,,,,,
a,,you,,,,,,,,,,
mixture,,know,,,,,,,,,,
of,,—,,,,,,p,w_p_pre,,,
shock,,?,,,?”,,,p,w_p_pre,,,
and,,”,,add,,,,p,w_p_pre,,,
suspicion,,she,,,,,,,,,,
.,,spluttered,,,,,,,,,,
“,,.,,,,EOS,,p,w_p_pre,,,
Professor,,“,,,,BOS,,p,w_p_fol,,,
Dumbledore,,Professor,,,,,,,,,,
will,,",",,,,,,p,w_p_pre,,,
be,,I,,,,,,,,,,
back,,think,,,,,,,,,,
tomorrow,,—,,,,,,p,w_p_pre,,,
",”",,I,,,,,,,,,,
she,,know,,,,,,,,,,
said,,—,,,,,,p,w_p_pre,,,
finally,,that,,,,,,,,,,
.,,Sn,,,,,,,,,,
“,,—,,,,,,p,w_p_pre,,,
I,,that,,,,,,,,,,
don,,someone’s,,,someone,,,,,,,
’,,,’,,,,,,,,,
t,,,s,,,,,,,,,
know,,going,,,,,,,,,,
how,,to,,,,,,,,,,
you,,try,,,,,,,,,,
found,,and,,,,,,,,,,
out,,steal,,,,,,,,,,
about,,the,,,,,,,,,,
the,,Stone,,,,,,,,,,
Stone,,.,,,,EOS,,p,w_p_pre,,,
",",,I’ve,,,I,BOS,,,,,,
but,,,’,,,,,,,,,
rest,,,ve,,,,,,,,,
assured,,got,,,,,,,,,,
",",,to,,,,,,,,,,
no,,talk,,,,,,,,,,
one,,to,,,,,,,,,,
can,,Professor,,,,,,,,,,
possibly,,Dumbledore,,,,,,,,,,
steal,,.,,,.”,,,p,w_p_pre,,,
it,,”,,add,,EOS,,p,w_p_pre,,,
",",,She,,,,BOS,,,,,,
it,,eyed,,,,,,,,,,
’,,him,,,,,,,,,,
s,,with,,,,,,,,,,
too,,a,,,,,,,,,,
well,,mixture,,,,,,,,,,
protected,,of,,,,,,,,,,
.”,,shock,,,,,,,,,,
“,,and,,,,,,,,,,
But,,suspicion,,,,,,,,,,
Professor,,.,,,,EOS,EOP,p,w_p_pre,,,
—,,“,,,,BOS,BOP,p,w_p_fol,,,
”,,Professor,,,,,,,,,,
“,,Dumbledore,,,,,,,,,,
Potter,,will,,,,,,,,,,
",",,be,,,,,,,,,,
I,,back,,,,,,,,,,
know,,tomorrow,,,,,,,,,,
what,,",",,,",”",,,p,w_p_pre,,,
I,,”,,add,,,,p,w_p_pre,,,
’,,she,,,,,,,,,,
m,,said,,,,,,,,,,
talking,,finally,,,,,,,,,,
about,,.,,,,EOS,,p,w_p_pre,,,
",”",,“,,,,BOS,,p,w_p_fol,,,
she,,I,,,,,,,,,,
said,,don’t,,,don,,,,,,,
shortly,,,’,,,,,,,,,
.,,,t,,,,,,,,,
She,,know,,,,,,,,,,
bent,,how,,,,,,,,,,
down,,you,,,,,,,,,,
and,,found,,,,,,,,,,
gathered,,out,,,,,,,,,,
up,,about,,,,,,,,,,
the,,the,,,,,,,,,,
fallen,,Stone,,,,,,,,,,
books,,",",,,,,,p,w_p_pre,,,
.,,but,,,,,,,,,,
“,,rest,,,,,,,,,,
I,,assured,,,,,,,,,,
suggest,,",",,,,,,p,w_p_pre,,,
you,,no,,,,,,,,,,
all,,one,,,,,,,,,,
go,,can,,,,,,,,,,
back,,possibly,,,,,,,,,,
outside,,steal,,,,,,,,,,
and,,it,,,,,,,,,,
enjoy,,",",,,,,,p,w_p_pre,,,
the,,it’s,,,it,,,,,,,
sunshine,,,’,,,,,,,,,
.”,,,s,,,,,,,,,
But,,too,,,,,,,,,,
they,,well,,,,,,,,,,
didn,,protected,,,,,,,,,,
’,,.,,,.”,,,p,w_p_pre,,,
t,,”,,add,,EOS,,p,w_p_pre,,,
.,,“,,,,BOS,,p,w_p_fol,,,
“,,But,,,,,,,,,,
It,,Professor,,,,,,,,,,
’,,—,,,,,,p,w_p_pre,,,
s,,”,,,,EOS,,p,w_p_pre,,,
tonight,,“,,,,BOS,,p,w_p_fol,,,
",”",,Potter,,,,,,,,,,
said,,",",,,,,,p,w_p_pre,,,
Harry,,I,,,,,,,,,,
",",,know,,,,,,,,,,
once,,what,,,,,,,,,,
he,,I’m,,,I,,,,,,,
was,,,’,,,,,,,,,
sure,,,m,,,,,,,,,
Professor,,talking,,,,,,,,,,
McGonagall,,about,,,,,,,,,,
was,,",",,,",”",,,p,w_p_pre,,,
out,,”,,add,,,,p,w_p_pre,,,
of,,she,,,,,,,,,,
earshot,,said,,,,,,,,,,
.,,shortly,,,,,,,,,,
“,,.,,,,EOS,,p,w_p_pre,,,
Snape,,She,,,,BOS,,,,,,
’,,bent,,,,,,,,,,
s,,down,,,,,,,,,,
going,,and,,,,,,,,,,
through,,gathered,,,,,,,,,,
the,,up,,,,,,,,,,
trapdoor,,the,,,,,,,,,,
tonight,,fallen,,,,,,,,,,
.,,books,,,,,,,,,,
He,,.,,,,EOS,,p,w_p_pre,,,
’,,“,,,,BOS,,p,w_p_fol,,,
s,,I,,,,,,,,,,
found,,suggest,,,,,,,,,,
out,,you,,,,,,,,,,
everything,,all,,,,,,,,,,
he,,go,,,,,,,,,,
needs,,back,,,,,,,,,,
",",,outside,,,,,,,,,,
and,,and,,,,,,,,,,
now,,enjoy,,,,,,,,,,
he,,the,,,,,,,,,,
’,,sunshine,,,,,,,,,,
s,,.,,,.”,,,p,w_p_pre,,,
got,,”,,add,,EOS,EOP,p,w_p_pre,,,
Dumbledore,,But,,,,BOS,BOP,,,,,
out,,they,,,,,,,,,,
of,,didn’t,,,didn,,,,,,,
the,,,’,,,,,,,,,
way,,,t,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
He,,“,,,,BOS,,p,w_p_fol,,,
sent,,It’s,,,It,,,,,,,
that,,,’,,,,,,,,,
note,,,s,,,,,,,,,
",",,tonight,,,,,,,,,,
I,,",",,,",”",,,p,w_p_pre,,,
bet,,”,,add,,,,p,w_p_pre,,,
the,,said,,,,,,,,,,
Ministry,,Harry,,,,,,,,,,
of,,",",,,,,,p,w_p_pre,,,
Magic,,once,,,,,,,,,,
will,,he,,,,,,,,,,
get,,was,,,,,,,,,,
a,,sure,,,,,,,,,,
real,,Professor,,,,,,,,,,
shock,,McGonagall,,,,,,,,,,
when,,was,,,,,,,,,,
Dumbledore,,out,,,,,,,,,,
turns,,of,,,,,,,,,,
up,,earshot,,,,,,,,,,
.”,,.,,,,EOS,,p,w_p_pre,,,
“,,“,,,,BOS,,p,w_p_fol,,,
But,,Snape’s,,,Snape,,,,,,,
what,,,’,,,,,,,,,
can,,,s,,,,,,,,,
we,,going,,,,,,,,,,
—,,through,,,,,,,,,,
”,,the,,,,,,,,,,
Hermione,,trapdoor,,,,,,,,,,
gasped,,tonight,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
Harry,,He’s,,,He,BOS,,,,,,
and,,,’,,,,,,,,,
Ron,,,s,,,,,,,,,
wheeled,,found,,,,,,,,,,
round,,out,,,,,,,,,,
.,,everything,,,,,,,,,,
Snape,,he,,,,,,,,,,
was,,needs,,,,,,,,,,
standing,,",",,,,,,p,w_p_pre,,,
there,,and,,,,,,,,,,
.,,now,,,,,,,,,,
“,,he’s,,,he,,,,,,,
Good,,,’,,,,,,,,,
afternoon,,,s,,,,,,,,,
",”",,got,,,,,,,,,,
he,,Dumbledore,,,,,,,,,,
said,,out,,,,,,,,,,
smoothly,,of,,,,,,,,,,
.,,the,,,,,,,,,,
They,,way,,,,,,,,,,
stared,,.,,,,EOS,,p,w_p_pre,,,
at,,He,,,,BOS,,,,,,
him,,sent,,,,,,,,,,
.,,that,,,,,,,,,,
“,,note,,,,,,,,,,
You,,",",,,,,,p,w_p_pre,,,
shouldn,,I,,,,,,,,,,
’,,bet,,,,,,,,,,
t,,the,,,,,,,,,,
be,,Ministry,,,,,,,,,,
inside,,of,,,,,,,,,,
on,,Magic,,,,,,,,,,
a,,will,,,,,,,,,,
day,,get,,,,,,,,,,
like,,a,,,,,,,,,,
this,,real,,,,,,,,,,
",”",,shock,,,,,,,,,,
he,,when,,,,,,,,,,
said,,Dumbledore,,,,,,,,,,
",",,turns,,,,,,,,,,
with,,up,,,,,,,,,,
an,,.,,,.”,,,p,w_p_pre,,,
odd,,”,,add,,EOS,,p,w_p_pre,,,
",",,“,,,,BOS,,p,w_p_fol,,,
twisted,,But,,,,,,,,,,
smile,,what,,,,,,,,,,
.,,can,,,,,,,,,,
“,,we,,,,,,,,,,
We,,—,,,,,,p,w_p_pre,,,
were,,”,,,,,,p,w_p_pre,,,
—,,Hermione,,,,,,,,,,
”,,gasped,,,,,,,,,,
Harry,,.,,,,EOS,,p,w_p_pre,,,
began,,Harry,,,,BOS,,,,,,
",",,and,,,,,,,,,,
without,,Ron,,,,,,,,,,
any,,wheeled,,,,,,,,,,
idea,,round,,,,,,,,,,
what,,.,,,,EOS,EOP,p,w_p_pre,,,
he,,Snape,,,,BOS,BOP,,,,,
was,,was,,,,,,,,,,
going,,standing,,,,,,,,,,
to,,there,,,,,,,,,,
say,,.,,,,EOS,,p,w_p_pre,,,
.,,“,,,,BOS,,p,w_p_fol,,,
“,,Good,,,,,,,,,,
You,,afternoon,,,,,,,,,,
want,,",",,,",”",,,p,w_p_pre,,,
to,,”,,add,,,,p,w_p_pre,,,
be,,he,,,,,,,,,,
more,,said,,,,,,,,,,
careful,,smoothly,,,,,,,,,,
",”",,.,,,,EOS,,p,w_p_pre,,,
said,,They,,,,BOS,,,,,,
Snape,,stared,,,,,,,,,,
.,,at,,,,,,,,,,
“,,him,,,,,,,,,,
